Transaction_ID,Country,Product,Import_Export,Shipping_Method,Port,Category,Quantity,Value,Date,Customs_Code,Weight,Cluster,Corrected_Port
9a27d858-88c1-42ad-afbf-c19ee8f6cf32,Angola,once,Export,Sea,West Melissa,Toys,1706,5887.21,2023-04-25,539561,19.05,North Melissa,North Melissa
1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,Czech Republic,major,Export,Air,Port Joseph,Electronics,1987,9214.34,2021-12-08,646389,3369.71,Port Joseph,Port Joseph
176ea1b1-6426-4cd5-9ea4-5cd69371a71f,Seychelles,record,Export,Land,South Alexanderland,Toys,5073,1453.02,2021-07-23,603851,4873.79,Port Alexander,Port Alexander
ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,Uganda,social,Export,Land,Chenberg,Toys,5462,5750.63,2020-07-03,888781,1102.07,Chenberg,Chenberg
9edfa3da-6cf5-4b15-8b53-031d05d51433,Mongolia,race,Export,Sea,Mayomouth,Furniture,5291,6593.86,2023-12-09,898837,583.29,Mayomouth,Mayomouth
e6fd68e8-d69c-41c2-b860-1602bb4a06cb,Niger,take,Export,Sea,West Michael,Machinery,6057,4470.87,2022-04-29,567084,3923.26,West Michael,West Michael
b29c467d-2b5f-4932-91dc-59efeb21a3f6,Suriname,such,Export,Air,South Kevin,Furniture,9371,9978.49,2022-07-18,117107,924.52,North Kevin,North Kevin
878b9f6b-57a1-4b71-a975-d279d86dbf11,Bulgaria,much,Export,Land,North Susanmouth,Machinery,7831,6423.84,2019-12-12,776079,4312.23,Susanfort,Susanfort
ebe21368-98c7-4205-9e01-a934402d0baf,Tanzania,bad,Export,Land,West Christyhaven,Clothing,8446,5222.94,2021-11-11,253095,4269.07,West Christyhaven,West Christyhaven
0361524c-2cc0-4859-aa65-24ab713b7e05,South Georgia and the South Sandwich Islands,today,Export,Air,North Christopher,Furniture,3044,5792.56,2023-04-24,405815,4946.91,North Christopher,North Christopher
e66cd36e-68ef-4f5f-ae68-690a78bc7175,North Macedonia,improve,Export,Air,Crawfordland,Furniture,5412,2909.93,2021-11-25,892778,14.07,Crawfordland,Crawfordland
eae2025e-8233-4e23-9ff3-334b91b15f5d,Guadeloupe,to,Export,Land,New Ryanton,Machinery,5896,8902.0,2023-12-04,752866,2774.44,New Ryan,New Ryan
27460f22-403d-4f83-a859-890cd670f668,Lao People's Democratic Republic,close,Export,Sea,Port Fernandoberg,Furniture,4817,6084.26,2020-12-02,673206,3812.99,Port Fernandoberg,Port Fernandoberg
bd30291a-55fe-408e-943e-2e04bdd7d19b,Honduras,article,Export,Air,Hansonhaven,Furniture,6621,7823.19,2019-11-12,258483,4331.02,Hansonhaven,Hansonhaven
2284b7a4-47e7-4593-8b58-85ca0bb2c3f0,United States Minor Outlying Islands,maintain,Export,Land,New Anneshire,Furniture,1605,5063.97,2024-03-06,271613,733.58,New Anneshire,New Anneshire
21e15094-9efe-4464-9a90-f534a23d4c9d,Cayman Islands,group,Export,Land,East Christopher,Toys,9097,2180.89,2019-12-30,801926,405.56,North Christopher,North Christopher
b2d650af-313b-42b7-9836-31890063e42f,Comoros,professor,Export,Land,Craigfurt,Clothing,8022,3483.02,2021-08-23,406296,2499.94,Craigfurt,Craigfurt
b5d97ef7-60ef-4471-b2b8-ff39a32c9b6f,Somalia,second,Export,Sea,Phillipston,Clothing,1875,7682.54,2022-01-02,805707,4277.87,Phillipston,Phillipston
dfe1b307-9172-4f0a-ac7c-8803e01bbf50,Bahrain,total,Export,Land,West Kathy,Electronics,4203,7310.78,2022-12-31,301412,1884.3,West Kathy,West Kathy
f689a4a5-ffda-4336-8c6e-90373020da5c,Uzbekistan,wrong,Export,Land,Port Jillian,Toys,2599,234.18,2021-10-20,170354,4093.91,Port Jillian,Port Jillian
03c54c71-fca0-4536-a169-df82b9bdee2d,Saint Barthelemy,black,Export,Air,East Timothyside,Electronics,823,5042.25,2023-12-16,918325,2160.69,New Timothy,New Timothy
2ea60b99-fa7f-48bf-b044-284a47acf2f6,Azerbaijan,politics,Export,Air,New Kevin,Toys,4050,5235.61,2024-01-30,541051,1549.01,New Kevin,New Kevin
41a93f90-dc82-4527-9da3-b7e2cad6e514,Burundi,trip,Export,Land,Hardingfurt,Toys,2702,7249.76,2020-02-05,814565,4680.46,Hardingfurt,Hardingfurt
1d77ce40-58d8-4776-a51a-d4f3a699bae0,French Guiana,practice,Export,Sea,Wilsonside,Toys,4085,536.93,2023-08-23,548662,3563.29,Wilsonside,Wilsonside
914591ae-f03d-466a-9dec-c06af24dfdd8,Peru,usually,Export,Land,Zacharytown,Machinery,2547,6040.9,2023-07-12,344444,1919.08,Zacharytown,Zacharytown
d8ab0b30-0ac0-4f0d-9974-c146e8ec01b3,Korea,nothing,Export,Sea,New Eileen,Electronics,7109,7721.57,2020-02-26,746014,256.24,New Eileen,New Eileen
9b8b71a1-b38a-45fb-b611-64cebfc74ca9,Timor-Leste,debate,Export,Sea,East Robert,Machinery,2222,1433.11,2021-05-12,831514,1320.18,Port Robert,Port Robert
2da44da1-89b5-4368-9f14-c6125f58d5b5,Bosnia and Herzegovina,learn,Export,Land,Greenmouth,Electronics,8461,7531.06,2021-03-20,199645,4863.21,Greenmouth,Greenmouth
5e00ea6d-ca24-4e4d-9667-2017555a4085,Paraguay,see,Export,Air,Deleonmouth,Clothing,3066,4674.72,2022-05-02,730907,3475.23,Deleonmouth,Deleonmouth
4505f4f6-0a8c-46c7-8921-5f4f9edb95f2,Singapore,will,Export,Land,New Ericburgh,Machinery,6176,9059.78,2020-11-26,221373,1540.92,New Ericburgh,New Ericburgh
955d0e77-fb5e-4866-a640-211e29f2c3c7,Maldives,way,Export,Air,West Randyport,Furniture,2071,7530.12,2021-09-29,795637,94.05,West Randyport,West Randyport
fd42f697-6511-4656-9c64-60364a1eb1b7,United States Minor Outlying Islands,second,Export,Air,Lake Sethhaven,Furniture,3547,466.72,2021-08-27,836290,3969.58,Lake Sethhaven,Lake Sethhaven
8f928dc5-1972-4ce3-9bd0-94486a2b3200,Australia,brother,Export,Land,Kennedyhaven,Toys,7468,7522.72,2021-02-22,319441,2555.41,Kennedyhaven,Kennedyhaven
564ae909-7958-4e69-bb2e-1b82e89dc815,Nigeria,special,Export,Land,North Meganberg,Furniture,5305,6222.95,2021-12-27,636777,1876.56,New Megan,New Megan
1db2b452-7aa5-4a18-9fd3-c01757f98d1e,Mozambique,heart,Export,Air,Graybury,Furniture,2263,8121.87,2021-02-10,104851,53.12,Graybury,Graybury
2aa36cf7-eb70-4a65-a7d9-9a23e4f7625e,Bhutan,huge,Export,Land,Johnsonport,Toys,3993,6961.75,2021-03-06,569580,518.06,Johnsonport,Johnsonport
ce5dc807-6025-4199-9082-3edaa0722aa0,Antigua and Barbuda,administration,Export,Air,Pottershire,Toys,1168,2110.01,2021-09-24,539003,2308.93,Pottershire,Pottershire
16408169-a38d-4afc-bdd2-ed7af97ccc57,Jersey,eight,Export,Sea,Susanshire,Toys,4470,9014.26,2024-08-10,391500,3264.82,Susanfort,Susanfort
32b2c492-15ac-47a1-8eca-2ee310da8a95,Benin,time,Export,Air,Dustinshire,Clothing,5254,5274.54,2022-08-25,741543,4178.28,Dustinshire,Dustinshire
62830869-0fa7-4e05-b897-4df5bff773ce,Singapore,tend,Export,Land,New Mauriceshire,Toys,7351,5528.77,2019-10-27,795553,614.23,New Mauriceshire,New Mauriceshire
8e751eb7-64d0-4913-991b-8adf0202861c,Korea,fight,Export,Land,Kimberlyhaven,Electronics,5762,8111.43,2020-06-14,877508,343.07,Kimberlyhaven,Kimberlyhaven
156af458-6c4c-4935-b79d-eda1ade6c5e9,Isle of Man,six,Export,Land,Fowlerborough,Furniture,1015,4088.65,2020-11-18,797791,233.94,Fowlerborough,Fowlerborough
2aa50f4e-c6f0-4933-95d1-805142cb6d1d,Canada,especially,Export,Land,Lake Laura,Toys,3894,3599.62,2023-01-27,730598,2278.67,Lake Laura,Lake Laura
da54f267-dd13-4266-926d-53961058fe8c,American Samoa,rise,Export,Land,South Sandra,Furniture,1077,4379.01,2020-11-12,614915,4710.03,Port Sandra,Port Sandra
41a8a6e1-65e0-4993-bf41-1fed1e70e799,Saudi Arabia,life,Export,Air,Davisberg,Electronics,9744,2566.08,2021-05-27,819176,1077.08,Davisberg,Davisberg
ff3e0ba1-0ac7-48b4-a418-65bf350d278d,Ukraine,out,Export,Land,East Kathleenport,Electronics,7720,8652.45,2024-07-23,284308,4305.98,East Kathleen,East Kathleen
9f982188-3744-4a64-8c24-9558f2ad985f,Bermuda,whole,Export,Sea,Whiteview,Machinery,6062,7005.68,2023-12-16,870395,2845.2,Whiteview,Whiteview
755a3ac1-32ae-4a20-9ac9-02ee25777cf0,Slovenia,kid,Export,Air,West Lisaton,Furniture,5539,4824.08,2023-06-28,772261,1117.5,East Lisa,East Lisa
98a33736-fd1a-47ce-9ad0-a6f226bdd974,Malta,those,Export,Air,New Christianfort,Machinery,1293,546.36,2022-12-23,659674,4866.49,New Christianfort,New Christianfort
905c053b-25fd-4cbe-bce7-1b48fba52e59,Thailand,prove,Export,Sea,Port Danielton,Machinery,6552,7751.75,2020-02-04,179983,2285.8,East Daniel,East Daniel
6c596216-ae0f-4bc8-a36b-cb0167e98363,Zimbabwe,drive,Export,Sea,South Danielle,Furniture,6055,6104.18,2024-01-25,828341,1082.6,East Daniel,East Daniel
8af58903-33b5-43ce-9fec-4623ab899605,Saudi Arabia,consider,Export,Sea,Port Bradleystad,Machinery,3403,5888.74,2023-11-04,838487,1721.75,East Bradley,East Bradley
dfde2281-25fb-4f3d-866d-7002091472ad,Marshall Islands,role,Export,Air,New Amyview,Electronics,3310,8767.14,2021-04-03,101117,3215.43,East Amyview,East Amyview
27e969e2-c8bf-43fb-9a43-1f7a41c30359,Congo,shake,Export,Air,Susanfurt,Clothing,9552,2747.43,2024-04-19,837687,1590.9,Susanfurt,Susanfurt
4b5ca436-953c-478e-a106-7a8cd7a3283c,Falkland Islands (Malvinas),including,Export,Sea,East Arielberg,Machinery,508,6961.35,2021-01-14,709569,4964.21,East Arielberg,East Arielberg
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,Guatemala,form,Export,Sea,Port Edwardside,Clothing,3151,4018.74,2019-12-24,519141,644.46,Edwardburgh,Edwardburgh
10fc9eee-0a17-47f7-aa5f-24b6de6fec4b,Czech Republic,camera,Export,Sea,Baileymouth,Machinery,8227,6033.39,2024-01-01,549981,544.05,Baileymouth,Baileymouth
ccf719ab-2922-4bd8-9ca5-b35354a1d505,Saint Martin,treat,Export,Sea,Stewartfurt,Electronics,4862,3282.46,2019-12-20,292427,1449.65,Stewartfurt,Stewartfurt
61d9fe39-8147-48f4-9f0e-f320f7f60e7f,Kenya,year,Export,Sea,Lynchfort,Machinery,8389,1603.36,2021-03-08,280162,4155.65,Lynchfort,Lynchfort
cb4d18d6-adb6-4a35-9734-a26c92e94e89,Tajikistan,really,Export,Sea,Williamborough,Electronics,3320,8604.45,2021-03-10,543855,1184.55,Williamborough,Williamborough
99a2ecb1-c202-487b-849b-8a44ce1bb02a,Croatia,practice,Export,Air,Davidport,Electronics,8980,4208.54,2022-06-19,598195,1675.17,Davidport,Davidport
6af79ad2-993e-48c6-a6b1-06e289110af0,Turks and Caicos Islands,professional,Export,Land,New Nicole,Machinery,766,5712.37,2020-11-27,552271,3001.07,North Nicole,North Nicole
d872298c-7b72-490b-b8f8-f071d360da69,Denmark,remember,Export,Air,Hannahport,Machinery,5691,6495.18,2023-03-07,536245,1627.61,Port Hannah,Port Hannah
9b8086da-6379-4035-b8e4-5086ca819c6f,Anguilla,call,Export,Land,Port Rickey,Machinery,8483,7513.78,2024-06-02,733834,2712.89,Port Rickey,Port Rickey
dd620222-d9ef-428b-bbcb-50b3961d8dcf,Northern Mariana Islands,fine,Export,Air,Port Susan,Electronics,8838,1201.24,2023-03-25,273778,633.2,Susanfort,Susanfort
4d6cd782-2e95-43ea-bda1-7da2000fc63d,Svalbard & Jan Mayen Islands,manager,Export,Sea,Emilyside,Toys,2920,999.85,2023-10-12,247471,4821.32,Port Emilyton,Port Emilyton
ef7e85ec-a417-456f-a9ee-7f3d0ff030b8,Sri Lanka,no,Export,Air,Lake Shelley,Electronics,1331,8715.08,2022-04-13,309253,729.05,Lake Shelley,Lake Shelley
babd4745-497e-4f1a-bd2b-f042209818d1,Comoros,drug,Export,Land,East Theresa,Furniture,1038,410.22,2021-04-23,842461,4809.41,West Theresa,West Theresa
f11ddff7-0e37-4526-9582-a3bdd476fe38,Kuwait,oil,Export,Sea,South Crystalchester,Toys,4710,6655.92,2022-06-23,568851,332.97,South Crystalchester,South Crystalchester
b3386c3e-1af4-487f-92eb-dac5a1457899,Christmas Island,community,Export,Air,South Edward,Electronics,7700,7404.04,2024-08-15,417191,593.83,South Edward,South Edward
31e9ca80-58bf-4b9e-a624-5b598c94af98,Guadeloupe,measure,Export,Land,Wilsonview,Electronics,895,7209.37,2022-08-04,760742,628.76,Wilsonview,Wilsonview
9d44c93e-7799-48e2-b368-c5539c30ceaa,Tonga,can,Export,Sea,North Joel,Furniture,4332,4405.07,2021-04-01,846270,4667.46,North Joel,North Joel
a6855857-567e-4862-af15-1673a1df3da7,Equatorial Guinea,just,Export,Air,North Benjamin,Toys,2160,246.85,2020-03-09,792140,2761.64,North Benjamin,North Benjamin
633cbf79-e96a-41af-b55e-3aa2208a393e,Venezuela,relationship,Export,Sea,New Melanie,Electronics,917,6206.45,2021-12-31,808225,4926.66,New Melanie,New Melanie
beebb4ea-eab9-421b-8b36-b545cca1a034,Grenada,store,Export,Land,North Pamelashire,Electronics,7052,5948.25,2021-05-01,766891,761.87,Pamelaview,Pamelaview
dc45488d-84dd-49b9-9f1e-0ee9cf6c9992,Cuba,may,Export,Sea,Jenniferborough,Toys,1094,5668.36,2023-05-11,590952,3297.79,Jenniferborough,Jenniferborough
5f1ff97c-71cf-4814-a45b-d776c838a145,Aruba,picture,Export,Air,Lopezbury,Clothing,4193,8390.11,2023-10-07,901791,1002.37,Lopezbury,Lopezbury
0a3c2c6f-ef2d-4a38-a6e4-b8df0b6d9611,Chad,if,Export,Sea,Port John,Furniture,3744,6503.16,2020-02-29,193548,3896.27,Port John,Port John
809e2109-c786-4a38-a09f-1aede38690e7,Iran,also,Export,Air,Port Katherinebury,Furniture,8857,1390.31,2024-05-17,837508,695.35,Port Katherine,Port Katherine
81d1bf06-6b8c-46f2-8611-f583b2d10e3d,Liechtenstein,your,Export,Land,Lake Markborough,Toys,2597,7905.2,2019-10-24,355941,2627.69,Markborough,Markborough
254bf7ae-1d0a-4994-b20b-575d4e28e674,Portugal,rich,Export,Land,Smithview,Electronics,7680,6020.1,2022-04-04,690720,1686.73,Smithview,Smithview
1ad1daaa-ef8d-4ff0-9583-1feeec41e6f6,Bolivia,woman,Export,Sea,North Josemouth,Machinery,9278,3337.04,2022-12-04,270545,2844.59,North Josemouth,North Josemouth
6a480542-1965-4435-901b-b5fa6a677623,Lesotho,agency,Export,Air,Lopezborough,Machinery,826,955.63,2020-03-16,140263,4703.54,Lopezborough,Lopezborough
f45da406-bbf9-4b01-a7f9-e728c618fc1e,Tanzania,medical,Export,Air,Sextonshire,Electronics,6846,715.11,2020-08-19,729810,582.74,Sextonshire,Sextonshire
6e5bac20-725c-4675-8a95-71e407dc02b1,China,respond,Export,Air,South Devonberg,Toys,1961,8683.83,2024-02-12,562624,228.69,South Devonberg,South Devonberg
5a3da367-141b-4a1b-80a9-78bfb8f8903b,Kuwait,Mrs,Export,Air,West Danaborough,Furniture,3122,6153.76,2023-12-29,466629,1119.98,West Danaborough,West Danaborough
b1182d23-5bf8-4676-9f12-a0e912011caa,Falkland Islands (Malvinas),recent,Export,Land,New Bradley,Clothing,5712,1336.29,2023-02-12,324172,1058.08,New Bradley,New Bradley
00d3d1af-353e-4c86-a4ae-ba79e4b82987,French Polynesia,single,Export,Sea,Lake Richardchester,Toys,3542,1972.54,2023-06-14,551869,375.46,Richardchester,Richardchester
bb6b0095-ac7b-4ab2-a8b5-6f85346d2b7e,Ethiopia,fund,Export,Land,East Amandaland,Toys,6990,5985.74,2022-09-27,588214,494.6,Port Amanda,Port Amanda
bf7b68ae-1f89-41b6-a6a1-a40bf031f4b9,Cuba,those,Export,Air,Manuelmouth,Toys,3656,5803.43,2024-04-02,228184,4979.14,Manuelmouth,Manuelmouth
b080e003-5e7f-403c-8b13-47f601d6d903,Dominica,network,Export,Air,Lake Monicaside,Machinery,2609,7360.72,2019-11-14,907600,4801.99,Lake Monicaside,Lake Monicaside
743c7e9d-2fde-4035-a452-bc39dbf2eed1,Poland,house,Export,Land,Stoneview,Clothing,5105,5270.12,2024-07-02,531050,1131.73,Stoneview,Stoneview
55c36c3d-5cbb-4080-b547-5c5ef76dce6e,Romania,be,Export,Sea,Wrighttown,Electronics,588,9536.93,2023-04-15,120308,3302.59,Wrighttown,Wrighttown
97d01e70-2f1d-4bef-93b5-3b92a2cb5f38,French Polynesia,member,Export,Air,New Austinland,Clothing,3104,9636.8,2022-01-22,119410,2505.51,New Austinland,New Austinland
88819f42-1a42-4629-94af-e646fe3216bd,Grenada,both,Export,Air,Patrickmouth,Electronics,6534,2253.3,2023-07-16,707077,2038.88,West Patrick,West Patrick
606821d6-280a-47ee-8ec9-85ff94b28b9d,Slovakia (Slovak Republic),way,Export,Sea,New Jocelyn,Machinery,6888,4766.33,2021-09-05,284306,1857.75,New Jocelyn,New Jocelyn
82221345-50de-4292-b90a-9016cdec85da,Armenia,think,Export,Land,Delgadochester,Furniture,1484,4580.11,2022-10-04,998844,613.74,Delgadochester,Delgadochester
a9c72e7b-6b77-4df1-9f59-aa2c4a82e06a,Georgia,role,Export,Sea,West Jeffrey,Machinery,4217,5606.73,2022-11-10,164571,4868.62,West Jeffrey,West Jeffrey
4ca49aaf-6b94-4e09-a1cc-14b312bdf75f,Anguilla,throw,Export,Sea,Christopherberg,Toys,7022,3154.73,2023-08-30,998503,1811.88,North Christopher,North Christopher
3f80c31f-15a5-412c-9ac4-b6c7a31034dd,Palau,knowledge,Export,Land,Shawnfort,Furniture,8273,4219.26,2021-12-13,708648,4878.33,Shawnfort,Shawnfort
a3155940-5e87-405a-a1fd-cdf171df24d9,Canada,wish,Export,Land,Batesfort,Machinery,9885,5135.19,2021-12-26,468380,2721.28,Batesfort,Batesfort
605dd4d6-0ecf-495b-877a-2133f2ed33e1,Gambia,man,Export,Sea,Port Kellyborough,Furniture,7750,6886.68,2023-07-28,240623,1828.22,West Kellyborough,West Kellyborough
f642c8f3-6acf-49eb-8228-4fd9689bba65,Palestinian Territory,myself,Export,Air,Archerview,Machinery,5605,5921.39,2020-09-07,475691,3978.43,Archerview,Archerview
70f8dd99-5217-4eb7-a6b9-20daba6a098f,Chile,sea,Export,Air,Port Devinmouth,Machinery,8105,5950.64,2023-09-06,498312,3471.49,Kevinmouth,Kevinmouth
1cb66f67-46e7-45ad-9bce-35d8cbe88a3f,Mozambique,them,Export,Air,Christopherchester,Machinery,7737,6956.88,2021-05-21,984970,1944.97,North Christopher,North Christopher
27649a62-b02d-452c-9b05-0db28ee4fd02,Pakistan,glass,Export,Sea,Castroborough,Electronics,7043,5866.85,2023-07-13,243659,1774.99,Castroborough,Castroborough
eda2fc4c-7237-4420-b3dd-77e1cbb02fe9,Hungary,seek,Export,Land,Roweborough,Electronics,225,2178.37,2021-11-19,130642,708.47,Roweborough,Roweborough
6bf4d047-c484-4a8d-af75-1bde66163e5b,Mali,box,Export,Sea,Port Shannon,Clothing,1489,5865.7,2022-09-03,747762,4301.0,East Shannon,East Shannon
85fa2d5c-efe6-471b-9723-a95974151acc,Montserrat,for,Export,Sea,East Lori,Furniture,9024,5602.62,2023-01-13,379560,2793.24,East Lori,East Lori
c149fa8e-7bb8-42f1-9624-d318a32652e8,Congo,college,Export,Land,West William,Machinery,2480,6470.86,2023-05-04,149048,4231.41,North William,North William
d4864482-0078-4b12-8b73-50d13421beaf,Brunei Darussalam,draw,Export,Land,West Danielchester,Machinery,3509,4545.84,2021-10-10,167727,2408.83,West Danielchester,West Danielchester
1d4d1180-4c6e-4fbb-b7fe-f6b501fda698,Anguilla,look,Export,Air,Johnhaven,Machinery,1180,3715.5,2023-12-01,149982,1539.18,Johnhaven,Johnhaven
4d18c103-a100-4d14-ba92-cd28c4c536fb,Falkland Islands (Malvinas),maintain,Export,Air,Vickiton,Clothing,5953,5922.37,2022-06-06,266510,794.12,Vickiton,Vickiton
f5feba5e-c295-4f51-bf67-ee1aad9d1f42,Monaco,old,Export,Sea,Robinsonfort,Clothing,6333,4049.87,2023-06-03,766056,3877.31,Robinsonfort,Robinsonfort
df0d6301-488c-4c4e-9a94-14b840aaec7a,Bahamas,difficult,Export,Air,Port Douglasberg,Furniture,3819,4598.09,2023-03-31,642431,442.52,South Douglas,South Douglas
889c8ae2-4e3c-4f2d-8332-559dcad00273,Saint Helena,ahead,Export,Land,North Kathryntown,Furniture,5580,4098.24,2020-03-09,132545,3837.8,North Kathryntown,North Kathryntown
dc0520a4-87ba-4b90-9e41-5c4e57030ede,Christmas Island,certainly,Export,Land,Kariburgh,Machinery,1797,7449.55,2019-11-26,986065,4008.91,Kariburgh,Kariburgh
c31277fd-eb83-4f16-a404-d8083fc18c00,Marshall Islands,production,Export,Air,Lake Jose,Furniture,2636,2907.69,2022-08-04,439739,1849.46,Lake Joseph,Lake Joseph
dc66a27b-6a32-4333-916e-8a6429deb984,Gabon,ready,Export,Air,Veronicaburgh,Furniture,4504,4852.22,2019-11-26,353447,4525.32,Veronicaburgh,Veronicaburgh
35d4cd35-a08c-4a00-85e7-425092f078b8,Bhutan,sense,Export,Sea,Juliemouth,Electronics,1431,1190.77,2024-07-30,640003,4741.13,South Julie,South Julie
bdce29ef-6746-40eb-8b27-9c29a274c0d7,Paraguay,treat,Export,Sea,South Ginaport,Electronics,477,2940.86,2020-12-19,279870,3262.88,South Ginaport,South Ginaport
9177b6d4-5f2e-4167-b13e-ceb14ad12b4c,Costa Rica,he,Export,Air,New Laura,Clothing,3250,356.52,2021-04-02,339747,3183.09,New Laura,New Laura
